simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 127; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 128; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 129; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 130; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 131; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 132; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 133; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 134; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 135; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 136; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 137; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 138; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 139; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 140; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 141; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 142; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 143; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 144; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 145; food_remaining: 3
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 146; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 147; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 148; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 149; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 150; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 151; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 152; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 153; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 154; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 155; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 156; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 157; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 158; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 159; food_remaining: 2
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 160; food_remaining: 1
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 161; food_remaining: 1
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 162; food_remaining: 1
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 163; food_remaining: 1
simu: 31; evaporation_per_cycle: 5.0 ; diffusion_rate: 1.0 ; cycle: 164; food_remaining: 0
